"Name","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","Agency VOMS","Mode","Type of Service","Mode VOMS","Mode VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Average Speed (mi/hr)","Average Speed (mi/hr) Questionable","Average Passenger Trip Length (mi)","Average Passenger Trip Length (mi) Questionable","Passengers per Hour","Passengers per Hour Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle 
Revenue 
Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train 
Revenue
Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train 
Revenue 
Hours","Train Revenue Hours Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable","...51","...52","...53","...54","...55","...56","...57","1","...59","...60","...61","...62","...63","...64"
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2121,"VP","PT",604,NA,0,NA,36.5822,NA,30.1794,NA,8.4827,NA,0,NA,8460910,NA,8460910,NA,0,NA,231285,NA,231285,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1961928,NA,59209797,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2121,"CB","DO",246,NA,0,NA,24.8999,NA,18.5911,NA,23.885,NA,6327259,NA,8355041,NA,6329043,NA,2025998,NA,331321,NA,254179,NA,77142,NA,0,NA,0,NA,0,NA,0,NA,6071063,NA,112867945,NA,599.24,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2121,"DT","PT",134,NA,0,NA,29.7616,NA,10.6576,NA,3.3209,NA,0,NA,0,NA,2192243,NA,0,NA,0,NA,73660,NA,0,NA,0,NA,0,NA,0,NA,0,NA,244616,NA,2607009,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2121,"MB","PT",101,NA,0,NA,12.0656,NA,3.9043,NA,18.7698,NA,5896621,NA,6694897,NA,5819829,NA,875068,NA,516835,NA,482350,NA,34485,NA,0,NA,0,NA,0,NA,0,NA,9053603,NA,35347719,NA,1158.89,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puerto Rico Highway and Transportation Authority - Público","San Juan","PR","4105","40105","State Government Unit or Department of Transportation","Full Reporter",2148346,1726,"PB","PT",1726,NA,0,NA,10.8927,NA,4.1446,NA,11.8296,NA,0,NA,21040590,NA,18006357,NA,3034233,NA,1932549,NA,1653064,NA,279485,NA,0,NA,0,NA,0,NA,0,NA,19555033,NA,81048151,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1680,"DR","DO",8,NA,0,NA,8.2781,NA,7.4032,NA,1.3743,NA,0,NA,34441,NA,27980,NA,6461,NA,4080,NA,3380,NA,700,NA,0,NA,0,NA,0,NA,0,NA,4645,NA,34388,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1680,"HR","DO",54,NA,9,NA,26.4369,NA,4.7434,NA,60.9128,NA,4610122,NA,4793109,NA,4536624,NA,256485,NA,184799,NA,171602,NA,13197,NA,1134704,NA,1070675,NA,42795,NA,37747,NA,10452750,NA,49581700,NA,29.4,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1680,"CR","PT",147,NA,25,NA,38.2108,NA,29.5691,NA,54.2201,NA,6998292,NA,6924792,NA,6494190,NA,430602,NA,179744,NA,169957,NA,9787,NA,1297422,NA,1227566,NA,34417,NA,32862,NA,9215084,NA,272481938,NA,400.4,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1680,"DT","PT",38,NA,0,NA,17.0093,NA,5.33,NA,4.2124,NA,0,NA,0,NA,2830513,NA,0,NA,0,NA,166410,NA,0,NA,0,NA,0,NA,0,NA,0,NA,700989,NA,3736277,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1680,"MB","DO",604,NA,0,NA,11.3558,NA,3.8727,NA,40.0927,NA,20779409,NA,22740872,NA,19808157,NA,2932715,NA,1904044,NA,1744315,NA,159729,NA,0,NA,0,NA,0,NA,0,NA,69934287,NA,270836888,NA,1182.8,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1680,"CB","PT",280,NA,0,NA,28.0202,NA,44.3638,NA,17.0128,NA,6583607,NA,6590328,NA,6373747,NA,216581,NA,234230,NA,227470,NA,6760,NA,0,NA,0,NA,0,NA,0,NA,3869911,NA,171683870,NA,1328,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1680,"DR","PT",511,NA,0,NA,13.0337,NA,9.9082,NA,1.4355,NA,0,NA,21734334,NA,18597991,NA,3136343,NA,1644880,NA,1426913,NA,217967,NA,0,NA,0,NA,0,NA,0,NA,2048276,NA,20294804,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1680,"LR","DO",38,NA,18,NA,18.7303,NA,6.5814,NA,46.7857,NA,3279931,NA,2973806,NA,2940690,NA,33116,NA,160975,NA,157002,NA,3973,NA,1620616,NA,1601615,NA,89738,NA,87951,NA,7345442,NA,48343150,NA,57.6,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1582,"DR","PT",253,NA,0,NA,14.3237,NA,6.9958,NA,3.2604,NA,0,NA,4705358,NA,3991819,NA,713539,NA,323216,NA,278686,NA,44530,NA,0,NA,0,NA,0,NA,0,NA,908629,NA,6356594,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1582,"MB","PT",83,NA,0,NA,12.494,NA,4.9074,NA,13.4934,NA,1599636,NA,2297130,NA,1599589,NA,697541,NA,162332,NA,128029,NA,34303,NA,0,NA,0,NA,0,NA,0,NA,1727543,NA,8477820,NA,1080.3,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1582,"DR","DO",8,NA,0,NA,12.2153,NA,7.0376,NA,2.8035,NA,0,NA,244657,NA,200197,NA,44460,NA,18335,NA,16389,NA,1946,NA,0,NA,0,NA,0,NA,0,NA,45947,NA,323358,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1582,"MB","DO",552,NA,0,NA,14.1911,NA,6.51,NA,17.0072,NA,22609015,NA,28011270,NA,22593717,NA,5417553,NA,1784576,NA,1592101,NA,192475,NA,0,NA,0,NA,0,NA,0,NA,27077197,NA,176273794,NA,3221.7,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1582,"DT","PT",78,NA,0,NA,17.1774,NA,6.3234,NA,2.8502,NA,0,NA,0,NA,560704,NA,0,NA,0,NA,32642,NA,0,NA,0,NA,0,NA,0,NA,0,NA,93037,NA,588306,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1582,"VP","DO",608,NA,0,NA,29.2641,NA,21.3729,NA,5.5517,NA,0,NA,8002454,NA,8002454,NA,0,NA,273456,NA,273456,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1518146,NA,32447220,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange County Transportation Authority","Orange","CA","9036","90036","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1501,"CB","DO",6,NA,0,NA,23.4968,NA,21.1141,NA,10.7085,NA,253838,NA,394957,NA,253742,NA,141215,NA,15828,NA,10799,NA,5029,NA,0,NA,0,NA,0,NA,0,NA,115641,NA,2441650,NA,151.64,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange County Transportation Authority","Orange","CA","9036","90036","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1501,"MB","PT",181,NA,0,NA,12.3022,NA,3.8751,NA,19.022,NA,7632065,NA,9459673,NA,7617154,NA,1842519,NA,695894,NA,619169,NA,76725,NA,0,NA,0,NA,0,NA,0,NA,11777850,NA,45640176,NA,983.4,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange County Transportation Authority","Orange","CA","9036","90036","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1501,"DT","PT",99,NA,0,NA,15.9953,NA,3.025,NA,5.5449,NA,0,NA,0,NA,391276,NA,0,NA,0,NA,24462,NA,0,NA,0,NA,0,NA,0,NA,0,NA,135639,NA,410307,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange County Transportation Authority","Orange","CA","9036","90036","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1501,"DR","PT",398,NA,0,NA,16.4241,NA,11.2852,NA,2.1001,NA,0,NA,13125622,NA,11542910,NA,1582712,NA,797877,NA,702803,NA,95074,NA,0,NA,0,NA,0,NA,0,NA,1475934,NA,16656225,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange County Transportation Authority","Orange","CA","9036","90036","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1501,"CB","PT",22,NA,0,NA,21.0427,NA,19.2752,NA,7.0959,NA,454725,NA,842107,NA,453954,NA,388153,NA,35231,NA,21573,NA,13658,NA,0,NA,0,NA,0,NA,0,NA,153080,NA,2950650,NA,297.15,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange County Transportation Authority","Orange","CA","9036","90036","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1501,"VP","PT",538,NA,0,NA,38.2932,NA,34.5127,NA,5.4999,NA,0,NA,9030958,NA,9030958,NA,0,NA,235837,NA,235837,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1297079,NA,44765651,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange County Transportation Authority","Orange","CA","9036","90036","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1501,"MB","DO",257,NA,0,NA,11.7082,NA,3.3456,NA,28.5749,NA,11439905,NA,13532550,NA,11435030,NA,2097520,NA,1077914,NA,976672,NA,101242,NA,0,NA,0,NA,0,NA,0,NA,27908275,NA,93370948,NA,667.25,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,1480,"DR","PT",434,NA,0,NA,15.6624,NA,8.7093,NA,1.6775,NA,0,NA,13996400,NA,11348658,NA,2647742,NA,1011341,NA,724579,NA,286762,NA,0,NA,0,NA,0,NA,0,NA,1215468,NA,10585859,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,1480,"MB","PT",379,NA,0,NA,12.2022,NA,4.2439,NA,15.2212,NA,15161944,NA,18226678,NA,15079952,NA,3146726,NA,1341003,NA,1235839,NA,105164,NA,0,NA,0,NA,0,NA,0,NA,18810998,NA,79832928,NA,1465.3,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,1480,"CR","PT",20,NA,10,NA,36.2883,NA,13.453,NA,97.7148,NA,2620420,NA,2654516,NA,2581113,NA,73403,NA,73380,NA,71128,NA,2252,NA,1327258,NA,1310210,NA,36590,NA,35564,NA,6950256,NA,93501777,NA,58.66,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,1480,"MB","DO",488,NA,0,NA,13.1771,NA,5.3452,NA,29.5907,NA,20610540,NA,25957460,NA,20687055,NA,5270405,NA,1772548,NA,1569930,NA,202618,NA,0,NA,0,NA,0,NA,0,NA,46455323,NA,248311937,NA,2347.69,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,1480,"LR","DO",159,NA,54,NA,15.8752,NA,7.1174,NA,31.0453,NA,12454746,NA,13099663,NA,12602637,NA,497026,NA,884337,NA,793856,NA,90481,NA,4885974,NA,4668982,NA,323363,NA,274042,NA,24645459,NA,175410880,NA,115.22,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami-Dade Transit","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1221,"HR","DO",84,NA,17,NA,21.7861,NA,7.5647,NA,55.41,NA,7902585,NA,8289059,NA,7857582,NA,431477,NA,392039,NA,360670,NA,31369,NA,2073769,NA,1964430,NA,98157,NA,90181,NA,19984735,NA,151178900,NA,49.84,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami-Dade Transit","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1221,"MG","DO",21,NA,16,NA,10.2,NA,0.9335,NA,85.9864,NA,1186114,NA,1151369,NA,1122584,NA,28785,NA,112879,NA,110057,NA,2822,NA,838798,NA,817828,NA,82235,NA,80179,NA,9463403,NA,8834353,NA,8.5,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami-Dade Transit","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1221,"DR","PT",369,NA,0,NA,11.7707,NA,12.8813,NA,1.477,NA,0,NA,15250994,NA,13016158,NA,2234836,NA,1326611,NA,1105810,NA,220801,NA,0,NA,0,NA,0,NA,0,NA,1633236,NA,21038219,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami-Dade Transit","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1221,"MB","PT",29,NA,0,NA,11.766,NA,5.14,NA,7.4455,NA,71860,NA,72900,NA,58477,NA,14423,NA,6166,NA,4970,NA,1196,NA,0,NA,0,NA,0,NA,0,NA,37004,NA,190201,NA,223.7,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami-Dade Transit","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1221,"CB","PT",9,NA,0,NA,28.7533,NA,42.1435,NA,11.0485,NA,919531,NA,906024,NA,899892,NA,6132,NA,33244,NA,31297,NA,1947,NA,0,NA,0,NA,0,NA,0,NA,345784,NA,14572565,NA,142,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami-Dade Transit","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1221,"MB","DO",709,NA,0,NA,11.4688,NA,6.1702,NA,23.5175,NA,28755316,NA,33913791,NA,28285507,NA,5628284,NA,2721322,NA,2466292,NA,255030,NA,0,NA,0,NA,0,NA,0,NA,58000998,NA,357878157,NA,1874.22,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Access Services","El Monte","CA","9157","90157","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1187,"DR","PT",608,NA,0,NA,14.1056,NA,11.4742,NA,1.5988,NA,0,NA,27123323,NA,21702094,NA,5421229,NA,1965356,NA,1538550,NA,426806,NA,0,NA,0,NA,0,NA,0,NA,2459830,NA,28224505,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Access Services","El Monte","CA","9157","90157","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1187,"DT","PT",579,NA,0,NA,22.1777,NA,14.6917,NA,2.5963,NA,0,NA,0,NA,16092077,NA,0,NA,0,NA,725596,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1883866,NA,27677286,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1178,"FB","PT",2,NA,0,NA,11.5036,NA,4.0632,NA,44.1649,NA,49507,NA,49178,NA,49178,NA,0,NA,4275,NA,4275,NA,0,NA,0,NA,0,NA,0,NA,0,NA,188805,NA,767150,NA,13.2,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1178,"CR","DO",1167,NA,181,NA,32.6724,NA,26.2954,NA,41.142,NA,70698710,NA,76876675,NA,68583596,NA,8293079,NA,2342278,NA,2099132,NA,243146,NA,10722397,NA,9525923,NA,316430,NA,282235,NA,86362532,NA,2270934422,NA,545.74,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1178,"MB","PT",9,NA,0,NA,5.2662,NA,1.0753,NA,14.299,NA,146480,NA,207825,NA,146549,NA,61276,NA,32364,NA,27828,NA,4536,NA,0,NA,0,NA,0,NA,0,NA,397913,NA,427858,NA,22.1,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MTA Bus Company","New York","NY","2188","20188","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1098,"MB","DO",1098,NA,0,NA,8.309,NA,2.8402,NA,38.05,NA,27468415,NA,36870849,NA,26687971,NA,10182878,NA,4003378,NA,3211943,NA,791435,NA,0,NA,0,NA,0,NA,0,NA,122214328,NA,347110002,NA,811.73,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace-Suburban Bus Division, ADA Paratransit Services","Arlington Heights","IL","5182","50182","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1096,"DR","PT",943,NA,0,NA,13.7596,NA,9.6116,NA,1.6789,NA,0,NA,37833029,NA,32547558,NA,5285471,NA,2692887,NA,2365443,NA,327444,NA,0,NA,0,NA,0,NA,0,NA,3971230,NA,38170004,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace-Suburban Bus Division, ADA Paratransit Services","Arlington Heights","IL","5182","50182","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1096,"DT","PT",153,NA,0,NA,15.9627,NA,9.416,NA,1.9716,NA,0,NA,0,NA,1167670,NA,0,NA,0,NA,73150,NA,0,NA,0,NA,0,NA,0,NA,0,NA,144219,NA,1357965,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1086,"DR","DO",65,NA,0,NA,17.4485,NA,9.4483,NA,2.4683,NA,0,NA,1967195,NA,1707055,NA,260140,NA,120951,NA,97834,NA,23117,NA,0,NA,0,NA,0,NA,0,NA,241482,NA,2281602,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1086,"MB","DO",388,NA,0,NA,13.5126,NA,4.5043,NA,15.926,NA,16234755,NA,18215214,NA,16229720,NA,1985494,NA,1310286,NA,1201079,NA,109207,NA,0,NA,0,NA,0,NA,0,NA,19128384,NA,86159850,NA,2261.98,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1086,"CR","DO",45,NA,9,NA,34.5702,NA,25.1865,NA,31.3686,NA,5560126,NA,5373696,NA,5349524,NA,24172,NA,158108,NA,154744,NA,3364,NA,1343424,NA,1337381,NA,39527,NA,38686,NA,4854099,NA,122257990,NA,174.46,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1086,"LR","DO",91,NA,29,NA,18.7728,NA,4.9186,NA,52.4853,NA,6733470,NA,6829280,NA,6732768,NA,96512,NA,364269,NA,358645,NA,5624,NA,2961902,NA,2919013,NA,163648,NA,161136,NA,18823578,NA,92586564,NA,93.91,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1086,"VP","DO",405,NA,0,NA,36.4837,NA,36.979,NA,7.1526,NA,0,NA,6449439,NA,6449439,NA,0,NA,176776,NA,176776,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1264410,NA,46756678,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1086,"CB","DO",43,NA,0,NA,24.4094,NA,22.6971,NA,13.2827,NA,1018918,NA,1450373,NA,1017334,NA,433039,NA,58131,NA,41678,NA,16453,NA,0,NA,0,NA,0,NA,0,NA,553595,NA,12565005,NA,608.5,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1086,"DR","PT",43,NA,0,NA,15.8485,NA,13.3959,NA,2.2605,NA,0,NA,1296412,NA,1020072,NA,276340,NA,75191,NA,64364,NA,10827,NA,0,NA,0,NA,0,NA,0,NA,145495,NA,1949038,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1086,"MB","PT",6,NA,0,NA,13.2145,NA,4.4565,NA,4.3258,NA,210485,NA,233777,NA,207349,NA,26428,NA,17227,NA,15691,NA,1536,NA,0,NA,0,NA,0,NA,0,NA,67876,NA,302492,NA,862.3,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail","Chicago","IL","5118","50118","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1064,"CR","DO",1064,NA,141,NA,30.3859,NA,22.3444,NA,49.0973,NA,42458950,NA,45743728,NA,43688918,NA,2054810,NA,1488857,NA,1437803,NA,51054,NA,7201311,NA,6882282,NA,241536,NA,233808,NA,70592215,NA,1577342949,NA,975,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas Area Rapid Transit","Dallas","TX","6056","60056","Independent Public Agency or Authority of Transit Service","Full Reporter",5121892,1061,"CR","PT",23,NA,6,NA,22.4959,NA,19.6919,NA,28.9503,NA,1600867,NA,1669490,NA,1630259,NA,39231,NA,74198,NA,72469,NA,1729,NA,585899,NA,572531,NA,26219,NA,25607,NA,2097999,NA,41313641,NA,72.3,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas Area Rapid Transit","Dallas","TX","6056","60056","Independent Public Agency or Authority of Transit Service","Full Reporter",5121892,1061,"LR","DO",106,NA,51,NA,20.8279,NA,8.109,NA,60.9812,NA,10248523,NA,10323081,NA,10244288,NA,78793,NA,498313,NA,491854,NA,6459,NA,5619101,NA,5574472,NA,272477,NA,268769,NA,29993849,NA,243220239,NA,182.44,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas Area Rapid Transit","Dallas","TX","6056","60056","Independent Public Agency or Authority of Transit Service","Full Reporter",5121892,1061,"VP","PT",177,NA,0,NA,38.1937,NA,37.8638,NA,6.369,NA,0,NA,3087735,NA,3087735,NA,0,NA,80844,NA,80844,NA,0,NA,0,NA,0,NA,0,NA,0,NA,514893,NA,19495810,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
