"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","Agency VOMS","Mode","Type of Service","Mode VOMS","Mode VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Average Speed (mi/hr)","Average Speed (mi/hr) Questionable","Average Passenger Trip Length (mi)","Average Passenger Trip Length (mi) Questionable","Passengers per Hour","Passengers per Hour Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle 
Revenue 
Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train 
Revenue
Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train 
Revenue 
Hours","Train Revenue Hours Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","0","...65"
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2099,"CR","DO",286,NA,84,NA,19.6867,NA,13.4104,"W",11.3917,"W",12179780,NA,12427953,NA,11874654,NA,553299,NA,627078,NA,603181,NA,23897,NA,3847963,NA,3674199,NA,194179,NA,186708,NA,6871251,"W",92146351,"W",446.94,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1386,"CB","PT",9,NA,0,NA,31.3912,NA,38.8529,NA,8.9838,NA,1394008,NA,1245837,NA,1238884,NA,6953,NA,42065,NA,39466,NA,2599,NA,0,NA,0,NA,0,NA,0,NA,354555,NA,13775503,NA,199.9,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1386,"VP","PT",166,NA,0,NA,44.9548,NA,30.3239,NA,5.5938,NA,0,NA,2459522,NA,2459522,NA,0,NA,54711,NA,54711,NA,0,NA,0,NA,0,NA,0,NA,0,NA,306044,NA,9280456,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1386,"MB","PT",172,NA,0,NA,11.8339,NA,3.817,"W",9.5245,NA,4236794,NA,6220860,NA,4868281,NA,1352579,NA,506279,NA,411385,NA,94894,NA,0,NA,0,NA,0,NA,0,NA,3918222,NA,14955853,"W",494.9,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1386,"DR","PT",374,NA,0,NA,12.5416,NA,11.5219,NA,1.2461,NA,0,NA,14747878,NA,12879033,NA,1868845,NA,1208266,NA,1026903,NA,181363,NA,0,NA,0,NA,0,NA,0,NA,1279670,NA,14744183,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1386,"MG","DO",21,NA,17,NA,10.2002,NA,0.9393,"W",39.6089,NA,947635,NA,934518,NA,898037,NA,36481,NA,91619,NA,88041,NA,3578,NA,747614,NA,715807,NA,73296,NA,70176,NA,3487207,NA,3275559,"W",8.5,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1386,"MB","DO",592,NA,0,NA,13.3549,NA,5.074,"W",19.265,NA,23331762,NA,30320525,NA,22476550,NA,7843975,NA,2018648,NA,1683016,NA,335632,NA,0,NA,0,NA,0,NA,0,NA,32423384,NA,164516250,"W",1862.22,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1386,"HR","DO",52,NA,13,NA,19.9394,NA,7.3831,"W",37.8631,NA,4950054,NA,5229832,NA,4945303,NA,284529,NA,271103,NA,248017,NA,23086,NA,1307476,NA,1236326,NA,67749,NA,61988,NA,9390699,NA,69332094,"W",49.84,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"MB","DO",447,NA,0,NA,13.0319,NA,5.5947,NA,13.805,NA,25810255,NA,28144630,NA,25261079,NA,2883551,NA,2052491,NA,1938398,NA,114093,NA,0,NA,0,NA,0,NA,0,NA,26759617,NA,149710975,NA,2434.1,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"LR","DO",50,NA,23,NA,11.8782,NA,2.9401,NA,38.6259,NA,2831097,NA,2614997,NA,2606610,NA,8387,NA,220870,NA,219444,NA,1426,NA,1522540,NA,1514152,NA,143085,NA,141659,NA,8476224,NA,24921037,NA,43.59,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"DR","TX",124,NA,0,NA,27.0763,NA,3.9969,NA,7.6147,NA,0,NA,0,NA,614767,NA,0,NA,0,NA,22705,NA,0,NA,0,NA,0,NA,0,NA,0,NA,172892,NA,691034,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"CB","PT",22,NA,0,NA,33.4887,NA,21.2675,NA,14.1591,NA,727786,NA,946121,NA,714615,NA,231506,NA,29311,NA,21339,NA,7972,NA,0,NA,0,NA,0,NA,0,NA,302142,NA,6425820,NA,256.5,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"MB","PT",122,NA,0,NA,12.7968,NA,4.936,NA,11.4093,NA,7568016,NA,8323177,NA,7430470,NA,892707,NA,613313,NA,580652,NA,32661,NA,0,NA,0,NA,0,NA,0,NA,6624832,NA,32700273,NA,1145.68,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"DR","PT",322,NA,0,NA,13.9819,NA,10.3029,NA,1.2469,NA,0,NA,14878825,NA,11947051,NA,2931774,NA,1029559,NA,854463,NA,175096,NA,0,NA,0,NA,0,NA,0,NA,1065398,NA,10976718,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"CB","DO",104,NA,0,NA,25.116,NA,19.4595,NA,10.6034,NA,2433753,NA,3304839,NA,2382427,NA,922412,NA,128258,NA,94857,NA,33401,NA,0,NA,0,NA,0,NA,0,NA,1005810,NA,19572512,NA,699.64,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"RB","DO",8,NA,0,NA,7.5092,NA,3.209,NA,4.3281,NA,408950,NA,448944,NA,401492,NA,47452,NA,55950,NA,53467,NA,2483,NA,0,NA,0,NA,0,NA,0,NA,231412,NA,742596,NA,9.52,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"VP","DO",168,NA,0,NA,35.7088,NA,31.6509,NA,4.7958,NA,0,NA,2055043,NA,2055043,NA,0,NA,57550,NA,57550,NA,0,NA,0,NA,0,NA,0,NA,0,NA,275998,NA,8735583,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1333,"DR","TX",162,NA,0,NA,17.1084,NA,4.4035,NA,4.3514,NA,0,NA,0,NA,2113487,NA,0,NA,0,NA,123535,NA,0,NA,0,NA,0,NA,0,NA,0,NA,537554,NA,2367107,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1333,"CB","PT",58,NA,0,NA,28.8553,NA,16.8982,"W",25.86,"Q",509554,NA,1115035,NA,484798,NA,630237,NA,29402,NA,16801,NA,12601,NA,0,NA,0,NA,0,NA,0,NA,434474,"Q",7341831,"W",1359,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1333,"DR","PT",289,NA,0,NA,13.3834,NA,7.8857,NA,1.3862,NA,0,NA,11367316,NA,9961819,NA,1405497,NA,801088,NA,744341,NA,56747,NA,0,NA,0,NA,0,NA,0,NA,1031772,NA,8136274,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1333,"CR","PT",149,NA,28,NA,38.2449,NA,29.6,"W",7.6877,"Q",4703816,NA,4678306,NA,4379575,NA,298731,NA,121107,NA,114514,NA,6593,NA,913032,NA,878562,NA,25340,NA,23246,NA,880344,"Q",26058182,"W",400.4,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1333,"MB","DO",604,NA,0,NA,11.3954,NA,4.2652,"W",22.6068,NA,17933220,NA,19974678,NA,17829087,NA,2145591,NA,1712641,NA,1564584,NA,148057,NA,0,NA,0,NA,0,NA,0,NA,35370213,NA,150861325,"W",1105.29,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1333,"LR","DO",17,NA,17,NA,15.5863,NA,4.936,"W",12.1007,NA,3362844,NA,3246879,NA,3166877,NA,80002,NA,209400,NA,203184,NA,6216,NA,1446543,NA,1445003,NA,66705,NA,66190,NA,2458661,NA,12135861,"W",57.6,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1333,"HR","DO",42,NA,9,NA,24.7771,NA,4.7196,"W",8.5512,"Q",5041665,NA,4996561,NA,4681086,NA,315475,NA,202041,NA,188928,NA,13113,NA,884529,NA,765392,NA,35561,NA,31112,NA,1615560,"Q",7624792,"W",29.4,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1333,"DR","DO",12,NA,0,NA,12.579,NA,7.3249,NA,1.2476,NA,0,NA,101704,NA,85311,NA,16393,NA,8856,NA,6782,NA,2074,NA,0,NA,0,NA,0,NA,0,NA,8461,NA,61976,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"MB","PT",9,NA,0,NA,3.1563,NA,0.8364,NA,3.2548,NA,88044,NA,158091,NA,87449,NA,70642,NA,31471,NA,27706,NA,3765,NA,0,NA,0,NA,0,NA,0,NA,90178,NA,75427,NA,22.1,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"FB","PT",2,NA,0,NA,11.5182,NA,3.8203,NA,11.3424,NA,16448,NA,16448,NA,16448,NA,0,NA,1428,NA,1428,NA,0,NA,0,NA,0,NA,0,NA,0,NA,16197,NA,61878,NA,13.2,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR","DO",1128,NA,135,NA,29.8111,NA,22.8524,"W",18.5234,NA,51649773,NA,56794528,NA,51909106,NA,4885422,NA,1931495,NA,1741267,NA,190228,NA,7531786,NA,6811492,NA,249216,NA,222637,NA,32254130,NA,737084820,"W",545.74,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MTA Bus Company","New York","NY","2188","20188","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1122,"MB","DO",1122,NA,0,NA,7.8618,NA,2.7986,"W",24.7989,NA,27570300,NA,35907033,NA,26106130,NA,9800903,NA,4080069,NA,3320622,NA,759447,NA,0,NA,0,NA,0,NA,0,NA,82347804,NA,230457736,"W",808.45,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"MB","PT",7,NA,0,NA,14.1806,NA,3.8374,NA,3.3622,NA,308034,NA,343054,NA,308016,NA,35038,NA,23233,NA,21721,NA,1512,NA,0,NA,0,NA,0,NA,0,NA,73030,NA,280247,NA,61,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"DR","PT",63,NA,0,NA,14.987,NA,9.1825,NA,1.9213,NA,0,NA,1472197,NA,1132509,NA,339688,NA,99193,NA,75566,NA,23627,NA,0,NA,0,NA,0,NA,0,NA,145183,NA,1333144,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"CB","DO",58,NA,0,NA,23.0445,NA,15.004,NA,8.8154,NA,1122972,NA,1564065,NA,1122108,NA,441957,NA,69287,NA,48693,NA,20594,NA,0,NA,0,NA,0,NA,0,NA,429250,NA,6440472,NA,818,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"VP","DO",372,NA,0,NA,44.4691,NA,43.2238,NA,4.6396,NA,0,NA,5633164,NA,5633164,NA,0,NA,126676,NA,126676,NA,0,NA,0,NA,0,NA,0,NA,0,NA,587721,NA,25403512,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"MB","DO",338,NA,0,NA,12.6428,NA,4.0721,NA,9.8594,NA,15548877,NA,17262587,NA,15534571,NA,1728016,NA,1296625,NA,1228731,NA,67894,NA,0,NA,0,NA,0,NA,0,NA,12114592,NA,49332416,NA,1551.13,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"LR","DO",81,NA,29,NA,17.4436,NA,4.5099,NA,23.1414,NA,6334830,NA,6420388,NA,6334698,NA,85690,NA,377756,NA,363153,NA,14603,NA,2535850,NA,2501944,NA,152816,NA,146926,NA,8403862,NA,37900613,NA,93.91,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"DR","DO",52,NA,0,NA,15.7191,NA,9.5561,NA,1.9611,NA,0,NA,1571443,NA,1252967,NA,318476,NA,106311,NA,79710,NA,26601,NA,0,NA,0,NA,0,NA,0,NA,156322,NA,1493835,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"CR","DO",45,NA,9,NA,30.7038,NA,26.408,NA,13.8577,NA,4581537,NA,4590245,NA,4569404,NA,20841,NA,155222,NA,148822,NA,6400,NA,1147561,NA,1142351,NA,38805,NA,37205,NA,2062334,NA,54462098,NA,174.46,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace-Suburban Bus Division, ADA Paratransit Services","Arlington Heights","IL","5182","50182","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,997,"DR","TX",250,NA,0,NA,21.8499,NA,13.5646,NA,1.7462,NA,0,NA,0,NA,2386728,NA,0,NA,0,NA,109233,NA,0,NA,0,NA,0,NA,0,NA,0,NA,190745,NA,2587378,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace-Suburban Bus Division, ADA Paratransit Services","Arlington Heights","IL","5182","50182","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,997,"DR","PT",747,NA,0,NA,14.0698,NA,7.9651,NA,1.4876,NA,0,NA,23826843,NA,20243877,NA,3582966,NA,1665880,NA,1438818,NA,227062,NA,0,NA,0,NA,0,NA,0,NA,2140394,NA,17048412,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,986,"DR","TX",25,NA,0,NA,18.8345,NA,7.0469,NA,2.6601,NA,0,NA,0,NA,254096,NA,0,NA,0,NA,13491,NA,0,NA,0,NA,0,NA,0,NA,0,NA,35887,NA,252892,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,986,"MB","PT",27,NA,0,NA,13.3895,NA,5.2252,NA,6.246,NA,870915,NA,1038892,NA,870529,NA,168363,NA,70131,NA,65016,NA,5115,NA,0,NA,0,NA,0,NA,0,NA,406092,NA,2121892,NA,335.2,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,986,"DR","PT",211,NA,0,NA,15.7992,NA,5.6159,NA,2.3951,NA,0,NA,3850368,NA,3265519,NA,584849,NA,240124,NA,206689,NA,33435,NA,0,NA,0,NA,0,NA,0,NA,495038,NA,2780064,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,986,"VP","DO",235,NA,0,NA,36.7354,NA,18.7428,NA,5.6861,NA,0,NA,1927434,NA,1927434,NA,0,NA,52468,NA,52468,NA,0,NA,0,NA,0,NA,0,NA,0,NA,298340,NA,5591726,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,986,"MB","DO",480,NA,0,NA,13.9582,NA,6.687,NA,8.0154,NA,20909162,NA,25029637,NA,20846028,NA,4183609,NA,1662170,NA,1493458,NA,168712,NA,0,NA,0,NA,0,NA,0,NA,11970714,NA,80048129,NA,2776.45,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,986,"DR","DO",8,NA,0,NA,8.9057,NA,5.7973,NA,1.5048,NA,0,NA,177193,NA,137157,NA,40036,NA,17981,NA,15401,NA,2580,NA,0,NA,0,NA,0,NA,0,NA,23176,NA,134358,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,913,"MB","PT",194,NA,0,NA,11.6273,NA,3.9398,NA,12.448,NA,10434663,NA,11323231,NA,10056987,NA,1266244,NA,917808,NA,864944,NA,52864,NA,0,NA,0,NA,0,NA,0,NA,10766813,NA,42419080,NA,1207.3,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,913,"DR","PT",278,NA,0,NA,15.769,NA,9.4159,NA,1.3526,NA,0,NA,8550513,NA,7053245,NA,1497268,NA,575550,NA,447286,NA,128264,NA,0,NA,0,NA,0,NA,0,NA,605016,NA,5696784,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,913,"CR","PT",36,NA,11,NA,25.6997,NA,13.0223,NA,30.35,NA,5087927,NA,4974332,NA,4930201,NA,44131,NA,194031,NA,191839,NA,2192,NA,1893311,NA,1871245,NA,77100,NA,76004,NA,5822309,NA,75820014,NA,72.76,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,913,"MB","DO",286,NA,0,NA,13.9314,NA,4.4776,NA,20.5079,NA,14569364,NA,16224898,NA,14132283,NA,2092615,NA,1096736,NA,1014423,NA,82313,NA,0,NA,0,NA,0,NA,0,NA,20803673,NA,93150403,NA,2353.69,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,913,"LR","DO",111,NA,50,NA,18.2306,NA,6.7255,NA,19.0497,NA,9569436,NA,9867443,NA,9585582,NA,281861,NA,603416,NA,525795,NA,77621,NA,3986181,NA,3831602,NA,292835,NA,215647,NA,10016239,NA,67364585,NA,119.78,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,913,"CR","DO",8,NA,4,NA,19.8716,NA,8.9233,NA,21.9254,NA,724979,NA,760667,NA,691630,NA,69037,NA,43987,NA,34805,NA,9182,NA,393053,NA,341477,NA,21725,NA,17903,NA,763113,NA,6809461,NA,26.32,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MTA Long Island Rail Road","Jamaica","NY","2100","20100","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,882,"CR","DO",882,NA,102,NA,27.956,NA,28.9007,"W",23.5369,"W",59471083,NA,66399075,NA,58398960,NA,8000115,NA,2316688,NA,2088960,NA,227728,NA,7369369,NA,6792718,NA,258559,NA,228883,NA,49167557,"W",1420978562,"W",638.2,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Atlanta Rapid Transit Authority","Atlanta","GA","4022","40022","Independent Public Agency or Authority of Transit Service","Full Reporter",4515419,842,"DR","PT",188,NA,0,NA,15.0226,NA,11.3259,NA,1.1886,NA,0,NA,6770923,NA,5403657,NA,1367266,NA,466924,NA,359703,NA,107221,NA,0,NA,0,NA,0,NA,0,NA,427535,NA,4842238,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Atlanta Rapid Transit Authority","Atlanta","GA","4022","40022","Independent Public Agency or Authority of Transit Service","Full Reporter",4515419,842,"SR","DO",2,NA,2,NA,5.1626,NA,0.7961,"W",8.4461,NA,57283,NA,52957,NA,52664,NA,293,NA,10246,NA,10201,NA,45,NA,52957,NA,52664,NA,10246,NA,10201,NA,86159,NA,68595,"W",2.69,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Atlanta Rapid Transit Authority","Atlanta","GA","4022","40022","Independent Public Agency or Authority of Transit Service","Full Reporter",4515419,842,"MB","DO",442,NA,0,NA,12.3688,NA,4.4115,"W",13.0068,"W",26192734,NA,29614273,NA,26005027,NA,3609246,NA,2261031,NA,2102476,NA,158555,NA,0,NA,0,NA,0,NA,0,NA,27346519,"W",120638506,"W",1809.69,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
