"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA Population","Agency Voms","Modes","Facility Type","Pre1940","1940's","1950's","1960's","1970's","1980's","1990's","2000's","2010's","2020's","Total Facilities"
"Kitsap Transit","Bremerton","WA","20","20","Independent Public Agency or Authority of Transit Service","Full Reporter",198979,213,"FB, MB","Other, Passenger or Parking (describe in Notes)",0,0,0,0,0,0,0,1,0,1,2
"Kitsap Transit","Bremerton","WA","20","20","Independent Public Agency or Authority of Transit Service","Full Reporter",198979,213,"MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"Kitsap Transit","Bremerton","WA","20","20","Independent Public Agency or Authority of Transit Service","Full Reporter",198979,213,"MB","Bus Transfer Center",0,0,0,0,0,0,0,1,1,0,2
"Kitsap Transit","Bremerton","WA","20","20","Independent Public Agency or Authority of Transit Service","Full Reporter",198979,213,"MB","Other, Administrative & Maintenance (describe in Notes)",0,0,0,0,0,0,1,0,0,0,1
"Whatcom Transportation Authority","Bellingham","WA","21","21","Independent Public Agency or Authority of Transit Service","Full Reporter",114473,94,"DR, MB, VP","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Whatcom Transportation Authority","Bellingham","WA","21","21","Independent Public Agency or Authority of Transit Service","Full Reporter",114473,94,"MB","Bus Transfer Center",0,0,0,0,0,1,1,2,0,0,4
"City of Pocatello, dba: Pocatello Regional Transit","Pocatello","ID","22","22","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",69809,20,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"City of Pocatello, dba: Pocatello Regional Transit","Pocatello","ID","22","22","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",69809,20,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"City of Seattle, dba: Seattle Center Monorail","Seattle","WA","23","23","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,8,"MG","Administrative Office / Sales Office",0,0,0,1,0,0,0,0,0,0,1
"City of Seattle, dba: Seattle Center Monorail","Seattle","WA","23","23","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,8,"MG","Elevated Fixed Guideway Station",0,0,0,1,0,0,0,0,0,1,2
"City of Seattle, dba: Seattle Center Monorail","Seattle","WA","23","23","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,8,"MG","Maintenance Facility (Service and Inspection)",0,0,0,1,0,0,0,0,0,0,1
"City of Seattle, dba: Seattle Center Monorail","Seattle","WA","23","23","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,8,"MG","Other, Administrative & Maintenance (describe in Notes)",0,0,0,0,0,0,0,0,0,2,2
"Clark County Public Transportation Benefit Area Authority","Vancouver","WA","24","24","Independent Public Agency or Authority of Transit Service","Full Reporter",1849898,149,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,1,1,1,0,3
"Clark County Public Transportation Benefit Area Authority","Vancouver","WA","24","24","Independent Public Agency or Authority of Transit Service","Full Reporter",1849898,149,"DR, MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,1,0,0,1,0,2
"Clark County Public Transportation Benefit Area Authority","Vancouver","WA","24","24","Independent Public Agency or Authority of Transit Service","Full Reporter",1849898,149,"DR, MB","Vehicle Washing Facility",0,0,0,0,0,1,0,0,0,0,1
"Clark County Public Transportation Benefit Area Authority","Vancouver","WA","24","24","Independent Public Agency or Authority of Transit Service","Full Reporter",1849898,149,"DR, MB, VP","Administrative Office / Sales Office",0,0,0,0,0,1,1,0,0,0,2
"Clark County Public Transportation Benefit Area Authority","Vancouver","WA","24","24","Independent Public Agency or Authority of Transit Service","Full Reporter",1849898,149,"MB","Surface Parking Lot",0,0,0,0,0,1,0,0,0,0,1
"Clark County Public Transportation Benefit Area Authority","Vancouver","WA","24","24","Independent Public Agency or Authority of Transit Service","Full Reporter",1849898,149,"MB","Vehicle Fueling Facility",0,0,0,0,0,1,0,0,0,0,1
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots","Salem","OR","25","25","Independent Public Agency or Authority of Transit Service","Full Reporter",236632,116,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,1,0,0,0,0,1
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots","Salem","OR","25","25","Independent Public Agency or Authority of Transit Service","Full Reporter",236632,116,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots","Salem","OR","25","25","Independent Public Agency or Authority of Transit Service","Full Reporter",236632,116,"DR, MB","Maintenance Facility (Service and Inspection)",0,0,0,0,1,0,0,0,0,0,1
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots","Salem","OR","25","25","Independent Public Agency or Authority of Transit Service","Full Reporter",236632,116,"MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots","Salem","OR","25","25","Independent Public Agency or Authority of Transit Service","Full Reporter",236632,116,"MB, VP","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"County of Pierce, dba: Pierce County Ferry","Tacoma","WA","28","28","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2,"FB","Ferryboat Terminal",0,0,0,0,0,3,2,0,0,0,5
"County of Pierce, dba: Pierce County Ferry","Tacoma","WA","28","28","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2,"FB","Surface Parking Lot",0,0,0,0,0,0,0,1,0,0,1
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB","Administrative Office / Sales Office",0,0,0,0,0,2,0,0,0,0,2
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,2,0,2
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB","Elevated Fixed Guideway Station",0,0,0,0,0,0,0,0,0,1,1
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB","Exclusive Platform Station",0,0,0,0,0,0,0,0,1,0,1
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB","Other, Administrative & Maintenance (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB","Revenue Collection Facility",0,0,0,0,0,1,0,0,0,0,1
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB","Surface Parking Lot",0,0,0,0,0,3,1,3,0,1,8
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB","Vehicle Fueling Facility",0,0,0,0,0,1,0,0,0,0,1
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB","Vehicle Washing Facility",0,0,0,0,0,0,0,0,2,0,2
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB, MB","Administrative Office / Sales Office",0,0,0,0,0,0,1,5,0,0,6
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB, MB","At-Grade Fixed Guideway Station",0,0,0,0,0,0,0,1,0,0,1
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB, MB","Bus Transfer Center",0,0,0,0,0,1,2,3,4,1,11
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,1,0,0,0,1
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB, MB","Other, Administrative & Maintenance (describe in Notes)",0,0,0,0,0,0,0,2,2,0,4
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB, MB","Parking Structure",0,0,0,0,0,0,0,1,0,0,1
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB, MB","Revenue Collection Facility",0,0,0,0,0,0,1,0,0,0,1
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB, MB","Surface Parking Lot",0,0,0,0,0,1,3,1,3,0,8
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB, MB","Vehicle Washing Facility",0,0,0,0,0,0,1,0,1,0,2
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"CB, VP","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"MB","Bus Transfer Center",0,0,0,0,0,0,1,1,0,1,3
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"MB","Simple At-Grade Platform Station",0,0,0,0,0,0,0,27,38,0,65
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,505,"MB","Surface Parking Lot",0,0,0,0,0,1,0,3,0,0,4
"Chickaloon Native Village","Palmer","AK","0T30","30","Tribe","Reduced Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Shoshone-Bannock Tribes","Fort Hall","ID","0T31","31","Tribe","Reduced Reporter",0,7,"MB","Administrative Office / Sales Office",0,0,0,0,0,1,0,0,0,0,1
"Shoshone-Bannock Tribes","Fort Hall","ID","0T31","31","Tribe","Reduced Reporter",0,7,"MB","General Purpose Maintenance Facility/Depot",0,0,0,0,1,0,0,0,0,0,1
"Rogue Valley Transportation District","Medford","OR","34","34","Independent Public Agency or Authority of Transit Service","Full Reporter",154081,45,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Rogue Valley Transportation District","Medford","OR","34","34","Independent Public Agency or Authority of Transit Service","Full Reporter",154081,45,"DR, MB","General Purpose Maintenance Facility/Depot",0,0,0,0,0,1,0,0,0,0,1
"Rogue Valley Transportation District","Medford","OR","34","34","Independent Public Agency or Authority of Transit Service","Full Reporter",154081,45,"MB","Administrative Office / Sales Office",0,0,0,0,0,0,1,1,0,0,2
"Rogue Valley Transportation District","Medford","OR","34","34","Independent Public Agency or Authority of Transit Service","Full Reporter",154081,45,"MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"Rogue Valley Transportation District","Medford","OR","34","34","Independent Public Agency or Authority of Transit Service","Full Reporter",154081,45,"MB","Other, Administrative & Maintenance (describe in Notes)",0,0,0,0,0,1,1,0,0,0,2
"Rogue Valley Transportation District","Medford","OR","34","34","Independent Public Agency or Authority of Transit Service","Full Reporter",154081,45,"MB","Vehicle Washing Facility",0,0,0,0,0,0,0,1,0,0,1
"Washington State Ferries","Olympia","WA","35","35","State Government Unit or Department of Transportation","Full Reporter",3059393,17,"FB","Ferryboat Terminal",1,0,8,3,3,2,1,0,0,1,19
"Washington State Ferries","Olympia","WA","35","35","State Government Unit or Department of Transportation","Full Reporter",3059393,17,"FB","Maintenance Facility (Service and Inspection)",0,0,0,0,1,0,0,0,0,0,1
"Makah Tribal Council","Neah Bay","WA","0T36","36","Tribe","Reduced Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","40","40","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,357,"CB","Bus Transfer Center",0,0,0,0,0,1,0,11,2,0,14
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","40","40","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,357,"CB","Exclusive Platform Station",0,0,0,0,0,0,0,0,1,0,1
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","40","40","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,357,"CB","Other, Administrative & Maintenance (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","40","40","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,357,"CB","Parking Structure",0,0,0,0,0,0,0,1,0,0,1
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","40","40","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,357,"CB","Simple At-Grade Platform Station",0,0,0,0,0,0,0,0,1,0,1
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","40","40","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,357,"CB","Surface Parking Lot",0,0,0,0,0,1,2,5,2,0,10
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","40","40","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,357,"CB, CR","At-Grade Fixed Guideway Station",0,0,0,0,0,0,0,5,1,0,6
