"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","Agency VOMS","Mode","Type of Service","Mode VOMS","Mode VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Average Speed (mi/hr)","Average Speed (mi/hr) Questionable","Average Passenger Trip Length (mi)","Average Passenger Trip Length (mi) Questionable","Passengers per Hour","Passengers per Hour Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle 
Revenue 
Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train 
Revenue
Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train 
Revenue 
Hours","Train Revenue Hours Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","1"
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2131,"LR","DO",54,NA,32,NA,11.961,NA,2.8153,NA,63.7272,NA,3452026,NA,3496709,NA,3482906,NA,13803,NA,293504,NA,291188,NA,2316,NA,2169131,NA,2155329,NA,199105,NA,196789,NA,18556589,NA,52243069,NA,43.59,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2131,"DT","PT",160,NA,0,NA,29.1001,NA,8.1061,NA,4.1687,NA,0,NA,0,NA,2179219,NA,0,NA,0,NA,74887,NA,0,NA,0,NA,0,NA,0,NA,0,NA,312184,NA,2530583,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2131,"DR","PT",340,NA,0,NA,16.3278,NA,11.1424,NA,1.6029,NA,0,NA,22543103,NA,18197637,NA,4345466,NA,1312768,NA,1114519,NA,198249,NA,0,NA,0,NA,0,NA,0,NA,1786410,NA,19904973,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2131,"CB","PT",64,NA,0,NA,27.904,NA,19.4361,NA,23.1242,NA,2244714,NA,3091910,NA,2266053,NA,825857,NA,109092,NA,81209,NA,27883,NA,0,NA,0,NA,0,NA,0,NA,1877893,NA,36498920,NA,285.86,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2131,"CB","DO",248,NA,0,NA,24.8318,NA,17.8559,NA,22.0002,NA,6772449,NA,8984467,NA,6865294,NA,2119173,NA,359070,NA,276472,NA,82598,NA,0,NA,0,NA,0,NA,0,NA,6082446,NA,108607395,NA,623.44,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"MB","DO",615,NA,0,NA,11.126,NA,3.9178,"W",33.5791,"W",21428416,NA,24234919,NA,21201721,NA,3033198,NA,2089069,NA,1905605,NA,183464,NA,0,NA,0,NA,0,NA,0,NA,63988571,"W",250693380,NA,1105.29,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"LR","DO",38,NA,18,NA,19.4915,NA,5.7158,NA,44.9662,NA,3274227,NA,3064218,NA,3019591,NA,44627,NA,158017,NA,154918,NA,3099,NA,1535701,NA,1533978,NA,88657,NA,86066,NA,6966072,NA,39816955,NA,57.6,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"HR","DO",54,NA,9,NA,25.5885,NA,4.4631,NA,42.5008,NA,4691828,NA,5039940,NA,4380269,NA,659671,NA,197126,NA,171181,NA,25945,NA,1074282,NA,933467,NA,42097,NA,36504,NA,7275335,NA,32470539,NA,29.4,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"DT","PT",38,NA,0,NA,16.7256,NA,5.238,NA,4.2469,NA,0,NA,0,NA,3307632,NA,0,NA,0,NA,197759,NA,0,NA,0,NA,0,NA,0,NA,0,NA,839857,NA,4399151,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"DR","PT",461,NA,0,NA,13.5793,NA,10.2279,NA,1.5036,NA,0,NA,22192694,NA,19285400,NA,2907294,NA,1682059,NA,1420210,NA,261849,NA,0,NA,0,NA,0,NA,0,NA,2135482,NA,21841558,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"CR","PT",149,NA,28,NA,38.0831,NA,29.5283,NA,52.6168,NA,7012883,NA,7080191,NA,6652197,NA,427994,NA,184464,NA,174676,NA,9788,NA,1282904,NA,1216630,NA,34157,NA,32655,NA,9190885,NA,271391388,NA,400.4,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"DR","DO",12,NA,0,NA,6.5382,NA,7.901,NA,1.3804,NA,0,NA,96319,NA,81276,NA,15043,NA,16502,NA,12431,NA,4071,NA,0,NA,0,NA,0,NA,0,NA,17160,NA,135581,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"CB","PT",280,NA,0,NA,26.9312,NA,28.7513,NA,14.7058,NA,6703973,NA,14317480,"W",6636014,NA,7681466,NA,430413,NA,246406,NA,184007,NA,0,NA,0,NA,0,NA,0,NA,3623587,NA,104182716,NA,1328,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1513,"VP","DO",548,NA,0,NA,30.588,NA,21.6872,NA,6.4118,NA,0,NA,6493995,NA,6493995,NA,0,NA,212305,NA,212305,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1361264,NA,29521989,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1513,"MB","PT",84,NA,0,NA,12.7217,NA,4.7414,NA,12.865,NA,1577178,NA,2255162,NA,1577171,NA,677991,NA,154920,NA,123975,NA,30945,NA,0,NA,0,NA,0,NA,0,NA,1594940,NA,7562283,NA,1043.6,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1513,"MB","DO",555,NA,0,NA,14.293,NA,6.4048,NA,15.4139,NA,22830460,NA,27786560,NA,22808285,NA,4978275,NA,1807231,NA,1595767,NA,211464,NA,0,NA,0,NA,0,NA,0,NA,24596944,NA,157538742,NA,3282.25,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1513,"DT","PT",68,NA,0,NA,17.6219,NA,7.3594,NA,2.4914,NA,0,NA,0,NA,584853,NA,0,NA,0,NA,33189,NA,0,NA,0,NA,0,NA,0,NA,0,NA,82687,NA,608527,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1513,"DR","PT",248,NA,0,NA,15.2543,NA,6.9027,NA,3.367,NA,0,NA,4516165,NA,3794045,NA,722120,NA,287153,NA,248720,NA,38433,NA,0,NA,0,NA,0,NA,0,NA,837431,NA,5780542,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1513,"DR","DO",10,NA,0,NA,11.3123,NA,6.075,NA,2.5654,NA,0,NA,250736,NA,209164,NA,41572,NA,20588,NA,18490,NA,2098,NA,0,NA,0,NA,0,NA,0,NA,47435,NA,288168,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange County Transportation Authority","Orange","CA","9036","90036","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1485,"MB","DO",239,NA,0,NA,11.4419,NA,3.6448,NA,26.8158,NA,11135809,NA,13249551,NA,11129354,NA,2120197,NA,1066995,NA,972686,NA,94309,NA,0,NA,0,NA,0,NA,0,NA,26083374,NA,95068739,NA,652.65,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange County Transportation Authority","Orange","CA","9036","90036","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1485,"DT","PT",91,NA,0,NA,14.0585,NA,3.1782,NA,5.536,NA,0,NA,0,NA,441113,NA,0,NA,0,NA,31377,NA,0,NA,0,NA,0,NA,0,NA,0,NA,173704,NA,552065,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange County Transportation Authority","Orange","CA","9036","90036","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1485,"DR","PT",416,NA,0,NA,16.158,NA,11.0771,NA,2.0601,NA,0,NA,13270037,NA,11714799,NA,1555238,NA,820373,NA,725014,NA,95359,NA,0,NA,0,NA,0,NA,0,NA,1493588,NA,16544563,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange County Transportation Authority","Orange","CA","9036","90036","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1485,"CB","PT",15,NA,0,NA,20.0042,NA,22.4351,NA,6.1045,NA,320348,NA,581209,NA,316766,NA,264443,NA,24689,NA,15835,NA,8854,NA,0,NA,0,NA,0,NA,0,NA,96665,NA,2168687,NA,326.27,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange County Transportation Authority","Orange","CA","9036","90036","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1485,"CB","DO",21,NA,0,NA,23.3495,NA,21.7352,NA,11.9894,NA,207700,NA,345808,NA,207600,NA,138208,NA,13930,NA,8891,NA,5039,NA,0,NA,0,NA,0,NA,0,NA,106598,NA,2316931,NA,281.74,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange County Transportation Authority","Orange","CA","9036","90036","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1485,"VP","PT",518,NA,0,NA,34.9302,NA,34.0783,NA,4.8182,NA,0,NA,8919112,NA,8919112,NA,0,NA,255341,NA,255341,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1230296,NA,41926341,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange County Transportation Authority","Orange","CA","9036","90036","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1485,"MB","PT",185,NA,0,NA,12.0906,NA,3.8941,NA,18.378,NA,7645040,NA,9427990,NA,7604763,NA,1823227,NA,703262,NA,628982,NA,74280,NA,0,NA,0,NA,0,NA,0,NA,11559429,NA,45013479,NA,902.7,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,1483,"MB","PT",355,NA,0,NA,11.9954,NA,3.859,NA,17.7128,NA,14958060,NA,17760468,NA,14935041,NA,2825427,NA,1378925,NA,1245067,NA,133858,NA,0,NA,0,NA,0,NA,0,NA,22053606,NA,85104250,NA,1439.3,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,1483,"MB","DO",483,NA,0,NA,13.1421,NA,4.6548,NA,29.8581,NA,20931374,NA,25377271,NA,20985597,NA,4391674,NA,1775365,NA,1596826,NA,178539,NA,0,NA,0,NA,0,NA,0,NA,47678178,NA,221931298,NA,2351.69,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,1483,"LR","DO",160,NA,59,NA,17.6162,NA,7.251,NA,30.817,NA,14258936,NA,14721952,NA,14053945,NA,668007,NA,947231,NA,797784,NA,149447,NA,6545580,NA,6311654,NA,387118,NA,333805,NA,24585300,NA,178266835,NA,119.78,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,1483,"DR","PT",441,NA,0,NA,16.0633,NA,8.8075,NA,1.6402,NA,0,NA,14533660,NA,11546344,NA,2987316,NA,974701,NA,718803,NA,255898,NA,0,NA,0,NA,0,NA,0,NA,1179015,NA,10384133,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver Regional Transportation District","Denver","CO","8006","80006","Independent Public Agency or Authority of Transit Service","Full Reporter",2374203,1483,"CR","PT",44,NA,13,NA,34.6582,NA,12.4937,NA,61.6126,NA,5529182,NA,5557528,NA,5462832,NA,94696,NA,162783,NA,157620,NA,5163,NA,1611366,NA,1575355,NA,49751,NA,47976,NA,9711377,NA,121331394,NA,72.76,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puerto Rico Highway and Transportation Authority - Público","San Juan","PR","4105","40105","State Government Unit or Department of Transportation","Full Reporter",2148346,1407,"PB","PT",1407,NA,0,NA,11.072,NA,4.4735,NA,11.363,NA,0,NA,15071309,NA,14045249,NA,1026060,NA,1361397,NA,1268534,NA,92863,NA,0,NA,0,NA,0,NA,0,NA,14414328,NA,64482350,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1370,"VP","PT",214,NA,0,NA,35.081,NA,31.3094,NA,5.2247,NA,0,NA,3236574,NA,3236574,NA,0,NA,92260,NA,92260,NA,0,NA,0,NA,0,NA,0,NA,0,NA,482027,NA,15091960,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1370,"MG","DO",21,NA,16,NA,10.2,NA,0.9393,NA,78.2214,NA,1209931,NA,1197854,NA,1155831,NA,42023,NA,117437,NA,113317,NA,4120,NA,958283,NA,922249,NA,93949,NA,90417,NA,8863809,NA,8325839,NA,8.5,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1370,"MB","PT",64,NA,0,NA,11.8971,NA,3.8173,NA,10.5938,NA,2520230,NA,2570914,NA,2027060,NA,543854,NA,208483,NA,170383,NA,38100,NA,0,NA,0,NA,0,NA,0,NA,1805006,NA,6890174,NA,439.7,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1370,"MB","DO",601,NA,0,NA,14.2729,NA,5.0741,NA,28.5924,NA,24040109,NA,31036140,NA,23874623,NA,7161517,NA,1964547,NA,1672722,NA,291825,NA,0,NA,0,NA,0,NA,0,NA,47827138,NA,242678905,NA,1882.22,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1370,"HR","DO",76,NA,19,NA,22.1559,NA,7.3831,NA,51.4955,NA,7972509,NA,8422631,NA,7957230,NA,465401,NA,394447,NA,359148,NA,35299,NA,2105376,NA,1989032,NA,98613,NA,89790,NA,18494501,NA,136546053,NA,49.84,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1370,"DR","PT",385,NA,0,NA,11.9406,NA,13.1558,NA,1.5199,NA,0,NA,16049979,NA,13967764,NA,2082215,NA,1354875,NA,1169768,NA,185107,NA,0,NA,0,NA,0,NA,0,NA,1777925,NA,23390064,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1370,"CB","PT",9,NA,0,NA,31.7295,NA,38.1474,NA,10.0661,NA,1041016,NA,1040045,NA,1034571,NA,5474,NA,34511,NA,32606,NA,1905,NA,0,NA,0,NA,0,NA,0,NA,328215,NA,12520534,NA,142,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace-Suburban Bus Division, ADA Paratransit Services","Arlington Heights","IL","5182","50182","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1348,"DT","PT",424,NA,0,NA,16.0728,NA,11.2817,NA,1.9593,NA,0,NA,0,NA,3628050,NA,0,NA,0,NA,225726,NA,0,NA,0,NA,0,NA,0,NA,0,NA,442270,NA,4989540,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pace-Suburban Bus Division, ADA Paratransit Services","Arlington Heights","IL","5182","50182","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1348,"DR","PT",924,NA,0,NA,13.3493,NA,8.9221,NA,1.6867,NA,0,NA,32779260,NA,28226698,NA,4552562,NA,2399949,NA,2114470,NA,285479,NA,0,NA,0,NA,0,NA,0,NA,3566500,NA,31820662,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Access Services","El Monte","CA","9157","90157","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1221,"DR","PT",583,NA,0,NA,14.9052,NA,11.7128,NA,1.6447,NA,0,NA,24521674,NA,20017151,NA,4504523,NA,1723594,NA,1342965,NA,380629,NA,0,NA,0,NA,0,NA,0,NA,2208728,NA,25870403,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Access Services","El Monte","CA","9157","90157","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1221,"DT","PT",638,NA,0,NA,22.1977,NA,14.1571,NA,2.7137,NA,0,NA,0,NA,18401222,NA,0,NA,0,NA,828968,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2249602,NA,31847813,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1146,"FB","PT",2,NA,0,NA,11.6339,NA,4.0926,NA,46.6893,NA,49733,NA,43057,NA,43057,NA,0,NA,3701,NA,3701,NA,0,NA,0,NA,0,NA,0,NA,0,NA,172797,NA,707182,NA,13.2,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1146,"CR","DO",1135,NA,127,NA,31.9007,NA,22.251,NA,42.9333,NA,67440831,NA,76079498,NA,67938044,NA,8141454,NA,2397973,NA,2129670,NA,268303,NA,10573379,NA,9400112,NA,324468,NA,285748,NA,91433762,NA,2034489613,NA,545.74,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1146,"MB","PT",9,NA,0,NA,6.0185,NA,1.2027,NA,14.1235,NA,139884,NA,235038,NA,173093,NA,61945,NA,33332,NA,28760,NA,4572,NA,0,NA,0,NA,0,NA,0,NA,406193,NA,488542,NA,22.1,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1141,"VP","DO",430,NA,0,NA,32.9351,NA,34.6573,NA,5.4538,NA,0,NA,6451812,NA,6451812,NA,0,NA,195895,NA,195895,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1068364,NA,37026581,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1141,"MB","PT",5,NA,0,NA,13.7602,NA,2.9504,"W",4.1135,NA,248303,NA,275148,NA,248302,NA,26846,NA,19490,NA,18045,NA,1445,NA,0,NA,0,NA,0,NA,0,NA,74228,NA,219004,"W",45,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1141,"MB","DO",416,NA,0,NA,13.356,NA,4.1982,NA,15.8469,NA,16992491,NA,19307180,NA,17004452,NA,2302728,NA,1360923,NA,1273170,NA,87753,NA,0,NA,0,NA,0,NA,0,NA,20175756,NA,84702154,NA,2247.99,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1141,"LR","DO",89,NA,33,NA,17.9664,NA,4.8516,NA,46.844,NA,6569386,NA,6674054,NA,6569208,NA,104846,NA,372916,NA,365639,NA,7277,NA,2928168,NA,2880227,NA,168369,NA,165076,NA,17128008,NA,83098538,NA,93.91,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1141,"DR","PT",46,NA,0,NA,15.2121,NA,12.5551,NA,2.0771,NA,0,NA,1352856,NA,1063050,NA,289806,NA,85161,NA,69882,NA,15279,NA,0,NA,0,NA,0,NA,0,NA,145150,NA,1822370,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1141,"DR","DO",64,NA,0,NA,16.2542,NA,10.7004,NA,2.1733,NA,0,NA,2213855,NA,1818305,NA,395550,NA,138340,NA,111867,NA,26473,NA,0,NA,0,NA,0,NA,0,NA,243115,NA,2601434,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1141,"CR","DO",50,NA,10,NA,32.4117,NA,25.7391,NA,31.163,NA,5451667,NA,5422880,NA,5401987,NA,20893,NA,170356,NA,166668,NA,3688,NA,1355720,NA,1350497,NA,42589,NA,41667,NA,5193879,NA,133685517,NA,174.46,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1141,"CB","DO",41,NA,0,NA,25.601,NA,22.0647,NA,15.5645,NA,905509,NA,1270583,NA,904101,NA,366482,NA,51777,NA,35315,NA,16462,NA,0,NA,0,NA,0,NA,0,NA,549661,NA,12128093,NA,731,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MTA Bus Company","New York","NY","2188","20188","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1115,"MB","DO",1115,NA,0,NA,8.0059,NA,2.7979,NA,40.9008,NA,27389984,NA,37020057,NA,26440538,NA,10579519,NA,4131573,NA,3302624,NA,828949,NA,0,NA,0,NA,0,NA,0,NA,135080070,NA,377941829,NA,810.66,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas Area Rapid Transit","Dallas","TX","6056","60056","Independent Public Agency or Authority of Transit Service","Full Reporter",5121892,1092,"VP","PT",167,NA,0,NA,36.6959,NA,36.7591,NA,6.41,NA,0,NA,2838832,NA,2838832,NA,0,NA,77361,NA,77361,NA,0,NA,0,NA,0,NA,0,NA,0,NA,495882,NA,18228162,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas Area Rapid Transit","Dallas","TX","6056","60056","Independent Public Agency or Authority of Transit Service","Full Reporter",5121892,1092,"SR","DO",2,NA,2,NA,6.9084,NA,1.5705,NA,16.5895,NA,94837,NA,95790,NA,94321,NA,1469,NA,13823,NA,13653,NA,170,NA,95790,NA,94321,NA,13823,NA,13653,NA,226496,NA,355701,NA,4.68,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
